hhnum,snapnowhh,inchhavg_r,hhsize,hh_expenses,med_expenses,sum_snap_dist,fah_paid,fafh_paid,totalpaid
101919,0,1050.0,3,208.0,62.5,10.09,5.84,4.0,9.84
101923,0,854.0,1,239.0,0.0,4.84,23.89,92.23,116.12
101931,0,2468.2,4,410.0,0.0,3.04,11.94,20.27,32.21
101932,0,2240.0,3,158.33,20.0,29.839999999999996,45.32,9.72,55.05
101934,1,2740.60687611216,4,299.25,0.0,5.459999999999999,21.32,28.77,50.09
101935,0,3395.16,4,198.75,129.17,48.34,17.5,2.34,19.84
101941,0,2599.992,4,9.29,0.0,10.05,89.52,16.38,105.89
101945,0,3200.0,7,195.0,0.0,7.760000000000001,37.04,12.63,49.66
101953,0,4592.462,2,317.66,175.0,13.030000000000001,37.17,11.86,49.03
101955,0,8400.0,3,573.33,313.33,13.05,115.62,12.87,128.49
101972,0,2000.0,3,127.67,0.0,6.890000000000001,14.67,10.96,25.63
101983,0,854.0,1,257.0,0.0,1.72,5.08,13.98,19.06
101987,0,1913.0,2,307.92,12.5,29.740000000000002,20.64,2.63,23.27
101989,0,1108.0,1,292.5,30.77,16.8,22.44,6.54,28.98
101995,0,8680.0,2,802.92,640.0,34.14,12.74,6.64,19.38
102008,0,6934.60583872383,2,219.75,67.5,8.459999999999999,13.78,6.5,20.28
102027,0,2546.0,2,331.84,57.5,14.06,174.4,8.6,183.0
102038,0,2800.0,2,510.0,281.0,2.55,1.9,5.84,7.74
102045,0,1000.0,2,226.5,0.0,34.629999999999995,39.7,36.7,76.4
102047,1,1470.0,2,300.0,68.0,30.45,16.4,26.99,43.39
102050,0,1386.0,1,380.0,212.0,32.099999999999994,16.5,5.5,22.0
102054,1,4322.0,3,445.0,0.0,9.309999999999999,23.33,5.3,28.63
102055,1,795.0,1,415.0,120.0,2.91,6.57,19.77,26.34
102056,0,3370.5291126041,2,91.5,60.0,1.4200000000000002,25.98,12.95,38.94
102059,0,8493.324,3,100.0,0.0,48.65,31.14,2.62,33.75
102062,1,4060.0,4,212.0,35.0,33.19,18.39,3.9,22.3
102063,0,2253.33,2,260.0,0.0,43.69,66.26,4.48,70.74
102064,1,1400.0,3,473.33,16.67,8.06,48.23,10.54,58.77
102078,1,1540.0,3,241.33,0.0,7.5,9.82,3.94,13.76
102080,0,2720.0,4,430.21,18.75,9.079999999999998,53.51,4.87,58.38
102086,1,2665.0,5,129.4,54.0,4.71,27.69,6.91,34.61
102089,1,2426.662,4,264.58,0.0,28.97,35.72,7.05,42.77
102098,0,2576.43497464544,4,145.0,62.5,10.1,18.21,2.3,20.51
102105,0,784.0,1,385.0,60.0,8.09,1.69,2.18,3.87
102106,0,9999.99999999999,2,184.66,123.5,10.95,56.26,19.31,75.56
102121,0,4352.0,1,545.0,318.0,17.799999999999997,184.29,12.22,196.51
102123,0,781.0,3,269.33,0.0,5.4399999999999995,26.46,1.27,27.73
102126,1,2019.0,2,201.5,50.0,7.06,17.47,4.94,22.41
102132,0,2998.0,1,1055.72,85.0,26.939999999999998,68.67,9.37,78.04
102136,0,3640.0,4,204.75,17.5,6.24,33.79,24.68,58.47
102143,0,2131.0,2,157.75,520.0,9.76,2.41,11.57,13.98
102144,1,2500.0,3,209.67,0.0,9.94,74.21,14.95,89.15
102149,0,5308.338,3,275.0,0.0,10.09,20.96,11.06,32.02
102156,0,3234.31793984374,3,490.0,32.67,6.63,30.43,0.0,30.43
102158,0,3544.668,2,110.5,134.25,19.5,42.68,7.6,50.29
102161,0,18166.67,4,648.0,3.08,23.08,52.82,0.0,52.82
102166,0,845.0,1,211.0,0.0,1.59,75.85,6.63,82.48
102167,1,3486.0908295825,6,178.0,13.33,2.84,24.01,5.52,29.53
102186,0,13200.0,6,485.33,95.0,17.89,30.74,13.36,44.1
102193,1,2520.0,3,365.0,1.33,3.1199999999999997,6.55,2.66,9.21
102205,0,503.225359617121,2,243.88,50.0,13.42,42.63,14.27,56.9
102211,1,789.84,2,111.0,6.1,4.9399999999999995,23.77,21.43,45.2
102216,1,2295.49202978,1,365.0,91.0,3.52,234.01,51.13,285.14
102222,0,500.0,1,350.0,0.0,4.38,26.07,28.62,54.69
102230,1,1629.95030101884,4,240.75,9.5,8.370000000000001,9.3,1.75,11.05
102238,0,2500.0,1,862.0,300.0,9.69,80.0,4.97,84.97
102240,0,2675.0,3,176.13,23.33,3.1799999999999997,18.26,14.7,32.96
102244,1,0.0,2,295.5,0.0,6.73,2.88,0.0,2.88
102248,0,5524.24522268776,5,226.0,44.0,7.54,26.54,2.97,29.51
102249,0,7200.0,4,295.5,50.0,9.200000000000001,18.15,10.44,28.59
102258,1,840.0,2,147.0,1.5,11.309999999999999,5.42,30.58,36.01
102260,0,1083.33,1,540.0,0.0,11.65,79.77,6.62,86.39
102269,0,2850.0,4,209.0,284.75,8.23,25.93,23.93,49.86
102276,0,4729.0,2,121.28,162.0,48.64,16.38,0.0,16.38
102277,0,3350.0,2,334.0,64.5,5.19,76.26,0.0,76.26
102281,1,1063.0,2,319.0,0.0,9.75,14.42,1.92,16.33
102283,1,2400.0,3,300.0,33.33,6.0,11.84,6.53,18.37
102293,0,5138.67,3,800.0,286.33,4.859999999999999,44.79,0.0,44.79
102304,0,1314.0,1,528.63,0.0,4.38,13.22,5.36,18.58
102313,0,6000.0,1,909.0,865.0,7.8,33.36,6.9,40.26
102316,0,4201.0,2,722.0,90.5,25.71,83.78,0.0,83.78
102318,1,9800.0,6,252.83,58.33,20.37,25.08,3.51,28.58
102320,0,1213.338,1,500.0,0.0,6.699999999999999,37.81,24.02,61.83
102324,1,1737.735957086,4,219.75,0.0,25.58,44.66,16.33,60.99
102326,0,1960.0,3,258.33,0.0,4.28,6.24,7.04,13.27
102336,1,3640.0,4,311.5,0.0,6.539999999999999,28.78,0.95,29.73
102341,1,0.0,4,213.75,0.0,29.95,29.97,5.59,35.56
102345,0,2100.0,2,379.0,165.0,27.61,94.9,13.8,108.7
102347,1,1199.99534461839,3,215.0,75.0,5.33,39.93,3.11,43.04
102355,0,1782.0,1,969.84,206.0,2.85,153.13,39.13,192.26
102356,0,2773.33,1,680.0,177.0,10.24,34.49,31.07,65.56
102358,0,5584.0,1,1477.5,398.33,23.39,114.75,30.38,145.13
102360,0,2835.41,1,403.0,425.0,24.89,34.66,19.76,54.42
102383,0,2200.0,3,211.67,40.0,5.46,52.51,0.88,53.39
102390,0,3734.0,4,212.5,6.25,17.29,26.26,14.2,40.47
102391,1,1149.4,4,196.58,92.5,33.17,39.84,7.49,47.34
102411,1,2100.0,4,61.5,0.0,30.0,27.17,8.1,35.27
102412,0,4340.0,2,608.5,182.5,4.46,67.64,4.99,72.63
102416,0,808.0,1,307.0,150.0,3.95,34.12,17.45,51.57
102419,1,910.0,1,829.0,0.0,34.07,127.72,22.85,150.57
102420,1,1700.0,2,177.16,0.0,3.8,17.55,13.5,31.05
102423,0,5460.0,3,521.33,400.67,13.950000000000001,48.87,1.44,50.31
102430,0,2051.40991619718,2,215.0,0.0,9.280000000000001,33.92,2.13,36.06
102431,0,4530.54259809884,5,350.0,236.0,12.95,17.1,0.68,17.79
102434,0,2009.4,2,311.83,110.0,4.43,33.02,5.16,38.17
102442,1,225.0,3,86.67,0.0,8.0,3.4,1.3,4.7
102457,1,960.0,1,756.0,54.0,4.59,127.77,13.63,141.4
102459,1,853.0,2,312.5,0.0,5.96,3.38,5.78,9.16
102462,1,2782.338,2,105.38,0.0,32.03,53.74,16.93,70.66
102465,0,7549.99999999999,3,453.0,123.0,7.15,39.24,7.53,46.77
102466,0,2546.18527416494,4,299.0,0.0,8.09,17.39,9.36,26.76
102471,1,5922.0,4,82.46,0.0,6.76,42.08,6.06,48.14
102478,0,1860.15,1,752.16,240.57,6.81,161.9,24.39,186.29
102482,0,3033.33,4,143.75,0.0,3.4699999999999998,35.92,3.79,39.71
102483,0,242.2,1,590.0,0.0,10.09,9.54,5.88,15.42
102488,1,698.0,3,87.0,0.0,2.46,30.21,0.27,30.47
102500,0,2400.0,4,252.5,0.0,55.95,25.37,4.99,30.36
102503,0,711.064740606742,2,0.0,0.0,27.97,16.24,6.87,23.1
102508,1,3221.33,5,70.8,43.33,2.6599999999999997,11.91,1.18,13.08
102511,0,1980.0,2,176.25,325.69,41.1,133.0,8.24,141.24
102516,0,4165.5,3,335.0,196.67,27.32,24.74,1.17,25.91
102521,1,760.0,1,545.0,13.0,4.3500000000000005,194.53,38.37,232.9
102523,0,1120.0,1,338.0,0.0,9.64,32.0,16.26,48.26
102525,0,3640.0,1,1420.0,152.08,5.46,10.0,3.7,13.7
102527,0,500.0,1,300.0,0.0,5.09,12.0,12.08,24.08
102530,1,1865.80218094196,4,157.83,50.0,9.95,49.32,11.72,61.04
102531,1,1624.0,2,452.5,10.5,6.840000000000001,53.68,11.68,65.36
102536,1,600.0,4,118.75,57.5,28.88,7.04,8.48,15.52
102539,1,1282.0,2,301.91,147.5,12.89,53.26,1.85,55.1
102541,1,1406.64874727004,1,505.0,0.0,5.8,89.38,11.56,100.94
102545,1,1396.0,4,75.0,0.0,6.61,25.88,7.05,32.93
102560,0,4200.0,2,340.5,77.66,5.68,7.07,13.0,20.07
102580,0,3510.0,2,626.54,62.5,31.099999999999998,21.2,9.19,30.4
102583,0,6500.0,6,233.33,90.0,12.399999999999999,33.18,5.42,38.61
102584,1,645.0,3,123.33,39.67,10.209999999999999,11.66,1.69,13.36
102585,0,1820.0,1,959.0,0.0,5.24,44.27,18.71,62.98
102588,0,1100.0,5,57.4,18.0,38.080000000000005,0.0,1.97,1.97
102589,0,13300.0,3,568.33,216.67,18.43,47.43,23.49,70.92
102590,1,900.0,5,174.0,0.0,5.59,17.5,4.79,22.29
102593,1,628.0,1,237.71,0.0,10.040000000000001,16.62,14.48,31.1
102600,0,1486.33,1,768.0,0.83,4.359999999999999,158.72,16.38,175.1
102606,1,3413.30331646978,3,358.33,183.33,50.05,75.4,6.66,82.06
102607,0,4750.0,2,636.0,216.0,11.4,57.7,4.5,62.21
102615,0,25650.0,3,446.67,30.0,17.770000000000003,51.96,8.75,60.71
102618,0,2000.0,1,710.67,146.0,9.940000000000001,0.0,4.77,4.77
102620,1,1362.0,4,132.0,31.25,12.03,16.25,7.4,23.65
102621,0,8233.33,4,803.5,35.0,4.75,31.09,9.22,40.31
102639,0,6910.0,3,527.2,290.0,2.92,96.94,3.43,100.37
102641,0,20586.67,4,406.25,0.0,5.6000000000000005,1.0,3.7,4.7
102646,0,3700.0,1,476.66,10.0,14.19,142.78,7.71,150.49
102665,0,9225.67,3,612.41,178.0,10.49,116.39,7.69,124.08
102693,0,1200.0,3,42.22,0.0,78.27,40.75,25.86,66.62
102696,0,2068.662,1,278.34,70.0,9.39,38.0,10.29,48.29
102700,0,6160.0,3,476.67,203.33,22.05,51.51,6.17,57.68
102703,0,1200.0,3,99.33,0.0,35.09,35.85,4.38,40.23
102716,1,3899.59494559102,4,210.5,10.5,8.53,41.43,8.83,50.26
102726,1,741.152654931249,4,54.5,0.0,7.1899999999999995,127.55,27.35,154.9
102728,0,3500.0,2,405.0,160.0,21.42,63.74,7.45,71.19
102730,0,10460.0,2,315.16,127.5,5.59,46.74,13.9,60.64
102734,0,11690.0,3,480.33,76.67,9.34,69.0,18.74,87.74
102747,0,1805.0,1,694.0,156.0,6.93,20.7,4.68,25.38
102759,0,3835.8034323948,3,0.0,0.0,28.25,170.94,12.28,183.22
102764,1,1540.0,4,264.5,0.0,4.89,16.23,7.54,23.76
102769,0,2771.73061120618,3,275.56,282.78,3.1900000000000004,12.03,3.2,15.23
102770,0,6275.738,1,1098.13,486.01,4.19,133.16,34.29,167.45
102775,1,2016.0,5,117.8,5.0,26.150000000000002,37.21,4.22,41.43
102776,0,4864.94259773613,6,161.67,10.83,5.79,16.18,1.92,18.1
102778,1,2700.86504138651,3,188.33,0.0,5.11,76.42,17.48,93.9
102783,1,2094.0,2,469.42,9.0,11.51,26.2,13.59,39.8
102786,1,494.579863794848,3,373.33,100.0,4.45,9.62,12.31,21.93
102791,0,2356.0,4,275.5,36.5,11.28,58.51,8.52,67.03
102792,0,3025.0,3,276.67,116.67,5.29,5.39,2.97,8.35
102795,0,1960.0,3,181.0,30.33,42.669999999999995,11.74,2.14,13.88
102796,1,370.0,4,145.0,0.0,8.92,59.07,3.26,62.33
102803,0,1200.0,1,260.0,0.0,15.010000000000002,32.83,5.84,38.67
102804,0,1822.0,2,297.17,131.0,76.19,22.96,0.55,23.52
102805,1,3640.0,5,177.93,4.2,63.33,39.98,13.12,53.1
102815,0,3486.70834754092,5,482.6,196.0,12.92,100.18,12.88,113.06
102820,0,5460.0,5,190.4,52.2,10.85,23.0,10.47,33.47
102826,0,2250.0,2,461.67,26.5,85.73000000000002,106.7,28.26,134.96
102839,0,3538.0,2,242.17,57.5,15.850000000000001,30.53,0.46,30.99
102841,0,1891.0,2,101.29,238.29,30.61,48.72,31.64,80.36
102846,1,2911.0,4,358.75,1.0,5.3100000000000005,11.1,3.71,14.81
102848,0,1750.0,2,218.5,84.42,11.88,45.92,4.8,50.72
102862,0,2500.0,2,539.0,0.0,10.38,2.12,7.8,9.92
102865,0,4112.49112436496,1,415.0,300.0,10.629999999999999,78.34,10.17,88.51
102868,0,1204.4,1,393.0,126.0,11.120000000000001,46.16,5.59,51.75
102875,1,3000.0,2,336.0,4.16,6.82,89.85,44.04,133.89
102886,1,1330.0,4,225.25,0.0,3.74,5.46,0.54,6.0
102905,0,1560.0,2,424.88,49.24,15.239999999999998,85.64,20.25,105.88
102910,0,1733.0,2,603.5,235.0,8.82,73.04,4.8,77.84
102912,0,1457.74524041679,1,815.0,140.0,8.459999999999999,56.08,7.07,63.15
102918,0,2837.44113709011,4,182.92,175.0,9.93,18.11,10.56,28.67
102919,0,4865.0,2,538.0,236.5,7.34,133.24,6.92,140.16
102928,0,1256.67,1,535.0,47.0,6.130000000000001,0.0,20.37,20.37
102931,1,1300.0,4,196.5,60.0,44.83,62.04,0.7,62.74
102936,0,864.0,2,319.0,0.0,23.639999999999997,38.42,15.98,54.4
102939,1,2209.338,7,202.86,0.0,2.88,3.53,0.14,3.67
102947,0,2700.0,2,198.67,225.0,24.6,12.94,0.0,12.94
102953,0,4536.0,7,205.19,98.86,7.2,47.61,1.96,49.57
102981,0,4500.0,1,464.67,115.0,16.55,213.45,1.16,214.61
102986,1,775.67,4,203.75,0.0,6.29,31.92,11.46,43.37
102989,0,2989.992,2,155.0,64.0,10.09,26.49,19.52,46.01
102994,0,4.3980523226026,1,595.0,0.0,3.5600000000000005,23.41,12.91,36.32
103007,1,752.0,2,239.88,0.0,19.11,29.72,15.02,44.75
103008,0,1070.0056595046,2,507.5,350.0,3.2800000000000002,38.16,47.95,86.12
103012,0,4242.67,4,344.0,110.0,28.21,42.72,1.25,43.97
103013,1,1200.0,1,666.0,258.0,27.55,6.92,0.0,6.92
103014,0,2800.0,1,1155.0,0.0,7.709999999999999,89.72,56.2,145.92
103021,0,3080.0,2,350.0,0.0,10.33,9.71,0.74,10.45
103024,0,2100.0,1,479.33,472.0,22.17,44.54,84.59,129.13
103030,1,2460.0,2,349.5,0.0,39.78,46.56,94.13,140.69
103037,0,4706.38120271968,5,156.42,100.0,39.95,12.51,50.32,62.84
103038,0,4002.0,6,190.33,0.0,9.29,4.06,7.31,11.36
103043,0,2100.0,1,500.0,180.0,12.99,33.97,14.75,48.72
103057,1,2669.4,3,48.22,130.37,30.840000000000003,44.54,45.67,90.2
103067,0,4853.338,4,142.5,87.5,61.33,1.42,8.25,9.66
103068,0,4246.676,5,233.6,1.8,5.78,22.09,0.0,22.09
103069,0,6534.67,2,503.82,35.34,23.89,18.73,0.0,18.73
103075,0,820.0,1,300.0,0.0,7.0200000000000005,35.0,0.0,35.0
103076,1,1966.0,3,167.0,0.0,20.599999999999998,12.25,0.0,12.25
103080,0,2380.0,3,484.33,36.0,17.15,32.11,0.0,32.11
103087,0,2930.1,6,121.5,0.0,66.05,2.14,0.0,2.14
103089,1,0.0,1,0.0,10.0,6.77,75.48,0.0,75.48
103094,1,980.0,2,135.0,1.0,12.62,74.57,0.0,74.57
103095,0,1175.0,1,870.0,194.0,9.09,60.43,0.0,60.43
103097,0,2520.0,2,460.16,355.0,55.61,100.0,0.0,100.0
103106,0,4160.0,2,188.5,49.5,18.95,41.3,3.5,44.8
103107,1,1995.0,4,105.0,15.0,59.34,30.75,0.25,31.0
103118,1,3035.92812774331,8,132.62,27.62,7.67,25.89,0.0,25.89
103126,1,1600.0,4,354.5,0.0,4.38,23.79,0.0,23.79
103128,1,0.0,2,296.5,0.0,6.6899999999999995,45.58,0.0,45.58
103134,1,3033.324,6,47.0,0.0,4.54,21.33,0.0,21.33
103140,1,1932.0,5,218.8,0.0,10.04,8.9,0.38,9.28
103143,1,11048.0,5,326.3,58.0,34.64,100.74,0.22,100.96
103147,0,4340.0,4,262.5,93.75,5.720000000000001,47.42,0.0,47.42
103149,0,850.0,1,442.0,1.1,6.89,3.77,0.0,3.77
103152,0,3921.263328746,6,114.0,78.39,94.16,34.98,0.0,34.98
103153,1,1372.0,2,407.5,6.0,10.5,31.27,0.0,31.27
103154,0,3597.82819947524,7,44.34,3.57,24.07,13.14,1.23,14.37
103156,1,739.0,1,350.0,62.0,8.22,92.38,7.5,99.88
103157,1,1600.0,2,227.0,0.0,5.0,4.5,0.0,4.5
103158,0,2440.0,2,405.12,0.0,7.239999999999999,0.53,0.0,0.53
103160,0,4368.0,4,192.0,113.25,11.219999999999999,35.42,0.5,35.92
103164,1,1971.98587364958,3,69.0,0.0,5.5,27.26,0.0,27.26
103165,0,5723.67,4,299.75,7.5,2.59,11.84,0.0,11.84
103168,0,3913.0,2,267.5,25.0,10.669999999999998,28.65,0.0,28.65
103173,0,6663.0,2,696.51,84.81,6.19,91.84,1.0,92.84
103199,0,5925.17862990637,2,356.66,150.0,6.709999999999999,3.95,0.0,3.95
103200,1,2488.01243497943,4,232.08,0.0,29.200000000000003,8.78,0.0,8.78
103202,0,2383.33,4,227.5,100.0,27.13,21.22,0.0,21.22
103203,0,4200.0,4,562.83,0.0,6.77,37.72,0.0,37.72
103211,0,2800.0,1,463.33,125.0,4.91,62.72,0.0,62.72
103217,0,2576.0,4,27.17,37.92,4.4399999999999995,27.4,0.0,27.4
103220,0,2660.0,2,457.0,75.0,88.09,51.81,0.0,51.81
103221,1,2100.0,5,130.0,7.0,6.01,12.7,0.0,12.7
103236,0,1660.0,2,467.5,32.5,10.96,8.15,10.83,18.98
103243,0,4912.76442996,5,286.6,0.0,3.85,6.48,6.29,12.77
103244,1,6120.0,3,157.22,151.0,6.0,44.0,32.43,76.43
103245,0,6664.0,7,143.57,80.0,21.290000000000003,10.4,0.29,10.69
103268,0,3000.0,1,341.17,236.0,53.89,7.44,1.5,8.94
103274,1,3336.662,4,126.75,0.0,11.65,26.36,0.0,26.36
103287,0,3161.6766164016,2,500.0,7.5,10.53,15.07,0.0,15.07
103290,0,3800.0,2,520.0,300.0,17.84,140.35,73.0,213.36
103291,0,5600.0,2,380.0,72.5,8.25,72.42,30.72,103.14
103295,0,1154.0,1,375.0,3.0,5.5,57.46,28.4,85.86
103303,0,3440.0,2,499.5,40.0,14.85,40.91,9.3,50.22
103312,1,3135.0,4,100.0,15.0,36.85,10.61,18.17,28.78
103314,1,1260.0,2,403.0,0.0,6.83,50.64,13.8,64.45
103317,0,1410.0,1,381.5,133.0,15.779999999999998,123.5,53.95,177.45
103318,0,4350.0,2,889.0,115.0,4.82,30.66,23.68,54.34
103322,1,1150.0,2,365.0,1.5,4.739999999999999,57.24,27.57,84.82
103331,0,900.0,2,180.25,48.75,61.97,10.7,5.0,15.7
103334,0,2590.0,2,288.5,0.0,7.42,20.94,15.88,36.82
103338,1,1421.0,4,61.5,4.0,23.36,43.74,15.55,59.28
103341,0,9100.0,3,909.0,0.0,33.82,22.5,18.74,41.24
103347,1,2243.0,10,25.5,3.4,23.61,5.53,0.76,6.29
103362,0,5304.75131491363,2,647.5,425.0,20.47,13.76,9.5,23.26
103382,1,1460.0,4,197.5,0.0,11.18,44.32,12.3,56.63
103392,1,1490.67,5,89.0,0.0,6.130000000000001,15.09,3.47,18.57
103401,0,11400.0,3,1622.44,150.0,29.659999999999997,112.74,9.06,121.8
103410,0,7107.02743019513,4,314.08,305.0,27.830000000000002,50.37,8.41,58.78
103412,0,0.0,3,233.33,5.0,4.909999999999999,86.19,4.97,91.16
103413,0,2800.0,5,125.4,0.0,6.95,6.55,2.32,8.87
103421,1,3442.9339460866,3,98.22,176.67,5.0600000000000005,19.78,2.43,22.21
103425,0,9239.99999999999,6,353.17,53.33,6.66,6.82,1.16,7.97
103439,0,4166.67,4,102.83,47.5,9.73,66.54,2.52,69.07
103440,1,1490.0,2,492.5,45.0,9.54,43.48,14.78,58.26
103442,0,3600.0,3,228.89,0.0,99.55000000000001,69.8,5.9,75.7
103447,1,1224.0,1,559.33,38.0,6.6,2.98,38.86,41.84
103455,0,6428.12661714,4,302.5,0.0,6.71,25.13,2.71,27.84
103458,1,1821.67241434512,2,450.5,5.0,7.96,65.32,9.66,74.97
103464,0,2080.008,2,337.5,0.0,41.97,1.18,21.88,23.06
103466,0,20583.33,3,666.67,0.0,5.890000000000001,4.0,2.27,6.27
103469,1,2000.0,7,487.14,0.0,3.0500000000000003,56.89,14.52,71.41
103472,1,3618.662,5,210.2,0.0,4.4,15.39,1.76,17.15
103474,0,5320.0,4,220.0,48.33,5.59,55.82,10.14,65.97
103478,0,4099.71,6,304.67,84.17,23.939999999999998,38.0,6.29,44.29
103488,0,4174.0,1,732.0,0.0,6.58,163.71,25.8,189.51
103494,0,13866.66,4,62.5,52.5,32.32,4.8,0.0,4.8
103498,1,1300.0,4,303.75,0.0,5.8,52.02,3.91,55.93
103499,0,1500.0,2,254.26,3.84,6.25,41.18,12.48,53.66
103508,0,1000.0,1,811.33,350.0,6.91,134.89,17.57,152.46
103517,1,925.189249790242,1,759.0,0.0,7.170000000000001,117.56,15.15,132.71
103531,0,8926.0,2,360.42,200.0,10.479999999999999,62.2,14.08,76.28
103534,0,11700.0,3,998.33,204.17,6.72,114.24,34.57,148.81
103535,0,5460.0,3,249.0,0.0,28.6,2.83,3.67,6.49
103539,0,3700.0,2,270.0,175.0,29.540000000000003,78.7,6.5,85.2
103545,1,3780.0,2,668.5,10.0,5.37,49.94,5.81,55.76
103549,0,1000.0,1,377.0,0.0,13.899999999999999,105.61,158.29,263.9
103552,0,2372.0,6,10.0,70.83,45.599999999999994,3.76,6.61,10.37
103554,0,2864.0,7,70.29,0.0,7.98,6.7,19.8,26.5
103559,0,2000.0,4,191.75,3.4,2.69,8.42,25.14,33.56
103561,1,827.0,1,273.0,0.0,17.34,49.97,36.43,86.4
103564,1,0.0,4,267.0,0.0,5.85,27.53,14.39,41.92
103567,1,2200.0,2,177.5,0.0,19.09,22.02,3.17,25.19
103568,0,5393.48452159894,2,414.98,4.5,14.53,10.07,5.06,15.13
103576,1,1960.0,5,189.2,40.33,2.9,7.74,9.95,17.69
103577,1,1600.0,5,147.2,135.8,26.04,22.55,2.28,24.83
103582,0,5499.75,2,253.75,109.5,4.4799999999999995,1.3,1.99,3.28
103591,0,1912.3,2,151.12,297.5,7.98,20.05,6.91,26.96
103593,0,3300.0,2,565.0,100.0,10.010000000000002,22.66,0.69,23.35
103598,0,5449.59219592638,3,265.83,146.67,14.43,95.94,4.49,100.43
103600,1,1632.0,3,314.0,10.0,38.62,39.99,0.0,39.99
103609,1,325.0,1,16.67,52.0,48.49,36.46,0.0,36.46
103613,0,2300.0,2,542.5,248.5,28.61,51.2,0.0,51.2
103623,0,8620.0,5,450.0,43.0,9.35,21.43,15.5,36.93
103635,1,1466.8,6,54.67,0.0,7.4399999999999995,94.54,3.88,98.43
103641,1,175.0,5,10.0,0.0,7.0200000000000005,4.3,2.66,6.96
103646,0,2291.92,3,118.78,290.0,27.92,44.23,11.16,55.38
103650,0,1900.0,3,112.33,113.67,6.02,11.96,0.0,11.96
103657,0,9100.0,5,300.0,102.0,15.3,13.36,3.4,16.76
103666,1,800.0,2,25.0,0.0,30.160000000000004,65.14,0.0,65.14
103669,0,3033.338,3,70.0,62.5,10.1,10.55,2.0,12.55
103679,1,1442.0,5,176.8,1.32,6.85,29.78,10.17,39.95
103680,0,2239.4577133,1,1170.0,10.0,3.0,292.49,0.0,292.49
103687,0,2300.0,5,274.0,0.0,3.85,22.37,0.0,22.37
103690,0,700.0,2,363.16,283.0,5.0200000000000005,63.14,103.91,167.04
103698,1,997.0,1,236.92,49.0,17.34,37.07,0.0,37.07
103702,0,4400.0,1,1189.66,478.0,6.15,97.23,80.4,177.63
103713,1,1233.33,11,296.01,18.18,6.52,98.86,9.02,107.88
103715,1,8012.45552793127,5,70.27,185.6,20.13,14.21,5.39,19.6
103718,0,7059.6,2,345.42,180.84,7.6499999999999995,38.01,27.32,65.33
103721,0,0.0,2,984.0,122.0,26.92,17.38,30.31,47.69
103725,1,1600.0,6,162.5,3.33,10.5,8.59,0.91,9.5
103728,1,3050.67,2,143.0,7.5,36.14,75.81,6.46,82.28
103737,1,1750.0,4,109.9,25.0,7.619999999999999,4.66,3.5,8.16
103744,1,1376.05494445779,1,892.0,0.0,2.58,48.91,47.73,96.64
103747,0,10312.67,5,327.6,22.41,14.06,54.46,11.09,65.55
103750,0,8420.0,2,725.0,75.0,5.25,4.19,0.0,4.19
103761,0,2800.0,3,180.0,6.0,23.710000000000004,6.08,10.77,16.85
103764,0,3230.0,1,1010.16,174.0,14.629999999999999,101.72,77.25,178.97
103777,0,25650.0,2,1101.5,871.0,8.61,68.84,26.8,95.64
103781,0,5744.92,5,196.0,73.44,33.67,42.45,10.63,53.08
103787,0,1300.0,1,450.0,550.0,39.09,13.28,20.71,33.99
103789,0,2480.0,1,505.0,600.0,6.7,52.53,131.09,183.62
103793,0,1700.0,1,1155.0,163.0,7.460000000000001,54.85,10.0,64.85
103797,1,1311.0,1,680.83,472.0,6.76,71.79,9.96,81.75
103803,1,250.0,4,58.75,0.0,5.15,30.86,2.57,33.42
103806,0,1680.0,1,608.6,0.0,21.6,36.34,5.28,41.62
103810,0,7144.03723637158,2,191.67,475.0,9.57,20.51,11.79,32.3
103814,1,225.0,4,57.5,0.0,7.99,0.89,3.94,4.83
103816,1,2310.0,3,305.56,266.67,6.41,9.52,0.54,10.06
103823,1,1260.0,2,324.0,0.0,26.07,38.08,15.36,53.45
103837,0,3160.0,4,965.83,0.0,8.52,7.46,19.01,26.46
103839,1,4212.21494273033,3,86.67,33.33,67.24,45.79,42.38,88.17
103847,0,7889.89126671813,5,431.2,70.0,16.589999999999996,43.03,52.48,95.51
103848,0,3640.0,4,300.5,0.0,4.89,2.98,2.5,5.48
103862,0,8270.0,3,950.0,118.33,18.36,30.69,50.84,81.54
103864,0,3525.0,2,352.5,135.0,89.61,16.18,55.97,72.16
103866,1,1089.0,3,484.33,159.44,3.75,18.45,85.24,103.69
103870,0,3600.0,2,349.71,178.0,14.66,34.1,7.08,41.19
103872,0,3010.0,2,311.0,105.0,13.969999999999999,82.5,8.66,91.16
103888,0,8766.322,2,314.25,42.0,26.2,76.67,14.86,91.52
103889,1,241.947815509584,4,15.0,0.0,10.96,0.8,1.17,1.97
103890,0,8796.66199999999,4,232.33,376.25,8.889999999999999,71.82,11.14,82.97
103892,0,12133.338,2,410.0,0.0,18.880000000000003,95.62,31.18,126.79
103893,1,0.0,1,395.0,0.0,10.09,4.18,3.5,7.68
103897,0,891.0,1,266.0,32.0,26.53,17.63,3.09,20.72
103900,0,2080.0,2,712.5,10.0,6.92,43.28,10.02,53.29
103905,0,4160.0,2,372.0,315.0,13.43,52.84,3.88,56.72
